gini_final,mean_wealth_final,total_wealth_final,alive_final,upper_frac_final,lower_frac_final,stability_final,regime_final,coop_share_final,comp_share_final,neutral_share_final,dominant_strategy_final,strategy_entropy_final,gini_mean,gini_std,gini_max,gini_min,gini_trend,n_collapses,total_collapse_steps,mean_collapse_duration,frac_collapsed,strategic_volatility,condition,rep,seed,actual_steps
0.2626241234670079,808.0605917809322,27474.060120551694,34,0.17647058823529413,0.17647058823529413,0.001,collapsed,0.23529411764705882,0.47058823529411764,0.29411764705882354,competitive,1.5221898721658214,0.328175986806097,0.059072425091213215,0.5241297144016432,0.2531112641665212,-0.00011157807918825768,1,1408,1408.0,0.9386666666666666,0.018679119412941963,flat_tax,0,44076,1500
0.2674921111697664,902.3992411619978,42412.764334613894,47,0.23404255319148937,0.06382978723404255,0.001,collapsed,0.2978723404255319,0.574468085106383,0.1276595744680851,competitive,1.3589567990915299,0.34672226635904485,0.07518862306564321,0.6088879545573566,0.26615009205680745,-0.00015142958280444385,1,1413,1413.0,0.942,0.00600400266844563,flat_tax,1,44077,1500
0.1737777840386862,672.3962865981701,30257.83289691766,45,0.08888888888888889,0.022222222222222223,0.001,collapsed,0.24444444444444444,0.4444444444444444,0.3111111111111111,competitive,1.5408469049615863,0.2552458362300411,0.07146861384885418,0.4789814818629878,0.1722202450461706,-0.00014218491496062994,1,1404,1404.0,0.936,0.00867244829886591,flat_tax,2,44078,1500
0.20431979400263475,1031.892535372153,41275.70141488612,40,0.075,0.075,0.001,collapsed,0.2,0.5,0.3,competitive,1.4854752972273344,0.31337692553097657,0.08085814649074283,0.5457601881453651,0.20369998966577776,-0.00017311934866954488,1,1412,1412.0,0.9413333333333334,0.01067378252168112,flat_tax,3,44079,1500
0.22502970848159598,526.3071587570699,17368.13623898331,33,0.06060606060606061,0.030303030303030304,0.001,collapsed,0.3939393939393939,0.42424242424242425,0.18181818181818182,competitive,1.5014104754503443,0.2833901995674734,0.06024522229431662,0.4937001350783198,0.20672911045383,-7.920786007898026e-05,1,1411,1411.0,0.9406666666666667,0.02134756504336224,flat_tax,4,44080,1500
0.31288158276422395,895.3764802812152,22384.41200703038,25,0.16,0.2,0.001,collapsed,0.24,0.44,0.32,competitive,1.5413152774012366,0.38879420331196785,0.04683379907731449,0.5358939682435213,0.2996837228592865,-5.508190845506352e-05,1,1408,1408.0,0.9386666666666666,0.016010673782521682,flat_tax,5,44081,1500
0.20925669292377333,764.8629842386633,57364.72381789975,75,0.09333333333333334,0.06666666666666667,0.001,collapsed,0.16,0.5733333333333334,0.26666666666666666,competitive,1.3916520723813297,0.26970174179921247,0.054800723301120464,0.4538085138729731,0.2072149679298042,-0.00010340128571027261,1,1400,1400.0,0.9333333333333333,0.00266844563042028,flat_tax,6,44082,1500
0.362334097045465,540.4296827256314,19995.898260848364,37,0.21621621621621623,0.24324324324324326,0.001,collapsed,0.4864864864864865,0.3783783783783784,0.13513513513513514,cooperative,1.4264463545693582,0.38524531453012956,0.04355582259384363,0.5348905402744106,0.3308123995294979,-7.948696394287957e-05,1,1413,1413.0,0.942,0.012675116744496331,flat_tax,7,44083,1500
0.24373671975732542,739.4385569432261,25140.910936069686,34,0.11764705882352941,0.08823529411764706,0.001,collapsed,0.23529411764705882,0.38235294117647056,0.38235294117647056,competitive,1.5518324685542102,0.2975710141944872,0.05142744196532432,0.4831567306122578,0.24287154526379265,-9.436268575079385e-05,1,1410,1410.0,0.94,0.00733822548365577,flat_tax,8,44084,1500
0.1341928627345117,822.6743803123624,45247.09091717993,55,0.03636363636363636,0.01818181818181818,0.001,collapsed,0.18181818181818182,0.4,0.41818181818181815,neutral,1.5019287762845603,0.20695604795776482,0.07931676631662861,0.458037604996657,0.1340005610036261,-0.000150683431627607,1,1403,1403.0,0.9353333333333333,0.004669779853235491,flat_tax,9,44085,1500
